date,price,btc_pc,abs_btc_pc
12/19/18,3697.725303,0.010437939,0.010437939
12/20/18,4067.737708,0.100064871,0.100064871
12/21/18,3839.085108,-0.056211245,0.056211245
12/22/18,3964.946116,0.032784115,0.032784115
12/23/18,3942.666996,-0.005619022,0.005619022
12/24/18,4040.04579,0.024698711,0.024698711
12/25/18,3761.584011,-0.068925402,0.068925402
12/26/18,3807.657454,0.012248415,0.012248415
12/27/18,3585.460536,-0.05835528,0.05835528
12/28/18,3881.054885,0.082442505,0.082442505
12/29/18,3823.138326,-0.014922891,0.014922891
12/30/18,3825.407463,0.000593527,0.000593527
12/31/18,3687.19994,-0.036128837,0.036128837
1/1/19,3808.117832,0.032793961,0.032793961
1/2/19,3898.197488,0.02365464,0.02365464
1/3/19,3784.388635,-0.029195251,0.029195251
1/4/19,3827.524594,0.011398396,0.011398396
1/5/19,3798.613955,-0.007553352,0.007553352
1/6/19,4045.993775,0.065123706,0.065123706
1/7/19,4001.018278,-0.011116057,0.011116057
1/8/19,3992.622789,-0.002098338,0.002098338
1/9/19,4004.259036,0.002914437,0.002914437
1/10/19,3627.90345,-0.093988821,0.093988821
1/11/19,3624.161421,-0.001031458,0.001031458
1/12/19,3617.022078,-0.00196993,0.00196993
1/13/19,3508.670108,-0.029956126,0.029956126
1/14/19,3666.945194,0.045109708,0.045109708
1/15/19,3581.293015,-0.023357911,0.023357911
1/16/19,3606.986576,0.007174381,0.007174381
1/17/19,3640.129131,0.009188433,0.009188433
1/18/19,3609.426736,-0.008434425,0.008434425
1/19/19,3687.301961,0.021575511,0.021575511
1/20/19,3538.313723,-0.04040576,0.04040576
1/21/19,3535.623393,-0.000760342,0.000760342
1/22/19,3577.30835,0.011789988,0.011789988
1/23/19,3551.893821,-0.007104372,0.007104372
1/24/19,3567.588934,0.004418801,0.004418801
1/25/19,3561.350498,-0.001748642,0.001748642
1/26/19,3557.039915,-0.001210379,0.001210379
1/27/19,3537.614131,-0.005461222,0.005461222
1/28/19,3435.052514,-0.028991748,0.028991748
1/29/19,3395.823763,-0.011420131,0.011420131
1/30/19,3437.895866,0.012389366,0.012389366
1/31/19,3410.131616,-0.008075943,0.008075943
2/1/19,3445.049891,0.010239568,0.010239568
2/2/19,3461.935117,0.004901301,0.004901301
2/3/19,3413.021616,-0.014128948,0.014128948
2/4/19,3411.387962,-0.000478653,0.000478653
2/5/19,3426.465011,0.004419623,0.004419623
2/6/19,3367.506365,-0.017206843,0.017206843
2/7/19,3358.873599,-0.002563549,0.002563549
2/8/19,3612.479619,0.075503294,0.075503294
2/9/19,3621.268121,0.002432817,0.002432817
2/10/19,3642.022359,0.005731207,0.005731207
2/11/19,3590.618484,-0.014114102,0.014114102
2/12/19,3587.902466,-0.000756421,0.000756421
2/13/19,3576.085373,-0.003293594,0.003293594
2/14/19,3561.916383,-0.003962151,0.003962151
2/15/19,3565.006924,0.000867662,0.000867662
2/16/19,3584.736003,0.005534093,0.005534093
2/17/19,3622.757429,0.010606479,0.010606479
2/18/19,3866.129217,0.067178604,0.067178604
2/19/19,3895.435211,0.00758019,0.00758019
2/20/19,3931.613829,0.009287439,0.009287439
2/21/19,3892.261794,-0.01000913,0.01000913
