Date,Price,Pct_Change,Abs_Pct_Change
9/14/12,11.73010762,0.030738061,0.030738061
9/15/12,11.71839342,-0.000998644,0.000998644
9/16/12,11.88691122,0.014380624,0.014380624
9/17/12,11.90831716,0.001800799,0.001800799
9/18/12,12.25965084,0.029503218,0.029503218
9/19/12,12.5048541,0.020000835,0.020000835
9/20/12,12.36717665,-0.01100992,0.01100992
9/21/12,12.33365784,-0.002710304,0.002710304
9/22/12,12.21372763,-0.009723815,0.009723815
9/23/12,12.16546303,-0.003951668,0.003951668
9/24/12,12.11358872,-0.004264064,0.004264064
9/25/12,12.18240539,0.005680949,0.005680949
9/26/12,12.31981686,0.011279502,0.011279502
9/27/12,12.3187514,-8.64833E-05,8.64833E-05
9/28/12,12.38145739,0.005090288,0.005090288
9/29/12,12.40475151,0.001881371,0.001881371
9/30/12,12.39162247,-0.001058387,0.001058387
10/1/12,12.38939516,-0.000179743,0.000179743
10/2/12,12.8072381,0.033725854,0.033725854
10/3/12,12.95543049,0.011570988,0.011570988
10/4/12,12.86238578,-0.007181909,0.007181909
10/5/12,12.75221942,-0.008565002,0.008565002
10/6/12,12.50512971,-0.019376212,0.019376212
10/7/12,11.87399709,-0.050469899,0.050469899
10/8/12,11.73332975,-0.011846671,0.011846671
10/9/12,11.82866344,0.008125033,0.008125033
10/10/12,12.10918848,0.023715701,0.023715701
10/11/12,12.06755181,-0.003438436,0.003438436
10/12/12,12.02806816,-0.003271885,0.003271885
10/13/12,11.92680383,-0.008419002,0.008419002
10/14/12,11.65057796,-0.023160092,0.023160092
10/15/12,11.90830953,0.022121784,0.022121784
10/16/12,11.84801807,-0.005062974,0.005062974
10/17/12,11.91938816,0.0060238,0.0060238
10/18/12,11.92593284,0.000549079,0.000549079
10/19/12,11.7574858,-0.014124434,0.014124434
10/20/12,11.69437755,-0.005367495,0.005367495
10/21/12,11.65741141,-0.003161019,0.003161019
10/22/12,11.74107791,0.007177109,0.007177109
10/23/12,11.70778173,-0.002835871,0.002835871
10/24/12,11.63435239,-0.006271841,0.006271841
10/25/12,10.75362982,-0.07570018,0.07570018
10/26/12,10.13061949,-0.057934887,0.057934887
10/27/12,10.4581863,0.032334331,0.032334331
10/28/12,10.70996208,0.024074517,0.024074517
10/29/12,10.63073898,-0.007397142,0.007397142
10/30/12,10.85932306,0.021502182,0.021502182
10/31/12,11.14607184,0.026405769,0.026405769
11/1/12,10.61353575,-0.047777916,0.047777916
11/2/12,10.53050364,-0.007823228,0.007823228
11/3/12,10.65074702,0.011418578,0.011418578
11/4/12,10.79688289,0.013720716,0.013720716
11/5/12,10.74082074,-0.005192439,0.005192439
11/6/12,10.8681975,0.011859128,0.011859128
11/7/12,10.95409894,0.007903928,0.007903928
11/8/12,10.89269937,-0.005605169,0.005605169
11/9/12,10.81586722,-0.007053546,0.007053546
11/10/12,10.86326044,0.004381824,0.004381824
11/11/12,10.84184064,-0.001971766,0.001971766
11/12/12,11.03134246,0.017478749,0.017478749
11/13/12,10.99800278,-0.003022268,0.003022268
